Trace
Swept SA
A.24.56,N9000B
3356374325.38025,-42.6970825195313
3356496750.76225,-62.2960166931152
3356619176.14425,-44.5300445556641
3356741601.52625,-50.4172668457031
3356864026.90825,-44.160400390625
3356986452.29025,-55.4038429260254
3357108877.67225,-44.6278533935547
3357231303.05425,-48.1507873535156
3357353728.43625,-39.0871963500977
3357476153.81825,-64.9838027954102
3357598579.20025,-47.5235633850098
3357721004.58225,-47.0447692871094
3357843429.96425,-40.8106842041016
3357965855.34625,-52.0497169494629
3358088280.72825,-41.1958236694336
3358210706.11025,-61.2438049316406
3358333131.49225,-44.4450073242188
3358455556.87425,-54.8315124511719
3358577982.25625,-46.3771858215332
3358700407.63825,-55.0321846008301
3358822833.02025,-44.4913711547852
3358945258.40225,-57.9006729125977
3359067683.78425,-47.2804870605469
3359190109.16625,-59.9614639282227
3359312534.54825,-47.1651344299316
3359434959.93025,-52.2395172119141
3359557385.31225,-47.6979942321777
3359679810.69425,-55.810604095459
3359802236.07625,-41.2173538208008
3359924661.45825,-59.604377746582
3360047086.84025,-43.5890235900879
3360169512.22225,-54.222469329834
3360291937.60425,-43.5383453369141
3360414362.98625,-50.5529632568359
3360536788.36825,-44.7230949401855
3360659213.75025,-52.1794090270996
3360781639.13225,-39.9350128173828
3360904064.51425,-49.0361175537109
3361026489.89625,-40.8948707580566
3361148915.27825,-53.1811904907227
3361271340.66025,-43.2841835021973
3361393766.04225,-52.1692123413086
3361516191.42425,-39.8109016418457
3361638616.80625,-54.8892440795898
3361761042.18825,-43.886890411377
3361883467.57025,-53.2951965332031
3362005892.95225,-41.7320899963379
3362128318.33425,-47.1761474609375
3362250743.71625,-41.2926292419434
3362373169.09825,-48.4299812316895
3362495594.48025,-40.1432189941406
3362618019.86225,-45.7996711730957
3362740445.24425,-42.8206214904785
3362862870.62625,-56.3232612609863
3362985296.00825,-42.7405471801758
3363107721.39025,-56.3379898071289
3363230146.77225,-45.9662132263184
3363352572.15425,-59.9428825378418
3363474997.53625,-41.1935653686523
3363597422.91825,-49.0702629089355
3363719848.30025,-39.5061836242676
3363842273.68225,-43.7589111328125
3363964699.06425,-40.2132225036621
3364087124.44625,-48.5529327392578
3364209549.82825,-42.9361953735352
3364331975.21025,-45.6771545410156
3364454400.59225,-42.720890045166
3364576825.97425,-51.1943550109863
3364699251.35625,-42.94287109375
3364821676.73825,-58.2453689575195
3364944102.12025,-43.2243843078613
3365066527.50225,-51.4523811340332
3365188952.88425,-40.0186195373535
3365311378.26625,-52.1858787536621
3365433803.64825,-42.3763275146484
3365556229.03025,-52.5232467651367
3365678654.41225,-43.4420166015625
3365801079.79425,-52.8194541931152
3365923505.17625,-38.5819129943848
3366045930.55825,-53.6999397277832
3366168355.94025,-42.1757850646973
3366290781.32225,-60.7208213806152
3366413206.70425,-41.9149131774902
3366535632.08625,-43.2139282226563
3366658057.46825,-37.854419708252
3366780482.85025,-46.3910903930664
3366902908.23225,-37.3488159179688
3367025333.61425,-54.540096282959
3367147758.99625,-40.9213714599609
3367270184.37825,-45.5290718078613
3367392609.76025,-40.3371276855469
3367515035.14225,-64.7565155029297
3367637460.52425,-40.9420127868652
3367759885.90625,-52.392707824707
3367882311.28825,-40.6407203674316
3368004736.67025,-46.8873291015625
3368127162.05225,-39.1789627075195
3368249587.43425,-56.4319801330566
3368372012.81625,-39.4024124145508
3368494438.19825,-56.6238288879395
3368616863.58025,-44.0729675292969
3368739288.96225,-45.3903541564941
3368861714.34425,-42.1739196777344
3368984139.72625,-53.0726776123047
3369106565.10825,-42.2643508911133
3369228990.49025,-54.973991394043
3369351415.87225,-43.7085304260254
3369473841.25425,-49.1827201843262
3369596266.63625,-37.8158416748047
3369718692.01825,-47.2763252258301
3369841117.40025,-40.1169586181641
3369963542.78225,-48.1744499206543
3370085968.16425,-39.8325691223145
3370208393.54625,-57.6309089660645
3370330818.92825,-42.0734214782715
3370453244.31025,-60.9094924926758
3370575669.69225,-41.6795272827148
3370698095.07425,-55.1828994750977
3370820520.45625,-47.0343055725098
3370942945.83825,-57.392147064209
3371065371.22025,-45.8415336608887
3371187796.60225,-53.8446426391602
3371310221.98425,-43.8770790100098
3371432647.36625,-55.6981811523438
3371555072.74825,-44.6620216369629
3371677498.13025,-53.7741508483887
3371799923.51225,-45.303653717041
3371922348.89425,-49.2822494506836
3372044774.27625,-39.4300727844238
3372167199.65825,-41.1840133666992
3372289625.04025,-39.2823829650879
3372412050.42225,-51.4077453613281
3372534475.80425,-45.7645530700684
3372656901.18625,-48.1534805297852
3372779326.56825,-40.7824478149414
3372901751.95025,-46.5594329833984
3373024177.33225,-41.9488258361816
3373146602.71425,-45.624626159668
3373269028.09625,-41.8782997131348
3373391453.47825,-47.8434295654297
3373513878.86025,-43.5848541259766
3373636304.24225,-44.2297782897949
3373758729.62425,-39.7977600097656
3373881155.00625,-47.1261940002441
3374003580.38825,-43.0631141662598
3374126005.77025,-49.8359336853027
3374248431.15225,-38.2000694274902
3374370856.53425,-49.6830978393555
3374493281.91625,-40.3277397155762
3374615707.29825,-51.707145690918
3374738132.68025,-43.4137687683105
3374860558.06225,-55.1540298461914
3374982983.44425,-43.6254615783691
3375105408.82625,-58.0908660888672
3375227834.20825,-46.0206527709961
3375350259.59025,-53.1263999938965
3375472684.97225,-40.8753929138184
3375595110.35425,-52.384880065918
3375717535.73625,-42.9479446411133
3375839961.11825,-55.8898239135742
3375962386.50025,-43.6733589172363
3376084811.88225,-49.566463470459
3376207237.26425,-41.753002166748
3376329662.64625,-50.6505241394043
3376452088.02825,-38.1319999694824
3376574513.41025,-63.2304649353027
3376696938.79225,-47.0600395202637
3376819364.17425,-52.0205078125
3376941789.55625,-41.1445655822754
3377064214.93825,-54.6795387268066
3377186640.32025,-46.5338859558105
3377309065.70225,-43.604076385498
3377431491.08425,-40.0723571777344
3377553916.46625,-48.546558380127
3377676341.84825,-42.215461730957
3377798767.23025,-50.0524711608887
3377921192.61225,-42.7799224853516
3378043617.99425,-46.748966217041
3378166043.37625,-40.6339416503906
3378288468.75825,-44.7176322937012
3378410894.14025,-38.9215698242188
3378533319.52225,-50.4898529052734
3378655744.90425,-44.0999641418457
3378778170.28625,-45.290210723877
3378900595.66825,-40.470142364502
3379023021.05025,-61.7462043762207
3379145446.43225,-43.7729797363281
3379267871.81425,-51.2241477966309
3379390297.19625,-44.7100524902344
3379512722.57825,-48.9973220825195
3379635147.96025,-43.0711784362793
3379757573.34225,-57.6431465148926
3379879998.72425,-41.0707092285156
3380002424.10625,-60.9915466308594
3380124849.48825,-40.352710723877
3380247274.87025,-62.4570426940918
3380369700.25225,-40.5386772155762
3380492125.63425,-50.3335609436035
3380614551.01625,-44.2119216918945
3380736976.39825,-46.6971244812012
3380859401.78025,-43.0728034973145
3380981827.16225,-49.7772750854492
3381104252.54425,-44.3868980407715
3381226677.92625,-47.5879325866699
3381349103.30825,-43.3418502807617
3381471528.69025,-58.3349380493164
3381593954.07225,-41.1370735168457
3381716379.45425,-60.6632499694824
3381838804.83625,-40.8519477844238
3381961230.21825,-49.5363426208496
3382083655.60025,-39.6753463745117
3382206080.98225,-52.8560791015625
3382328506.36425,-37.7718925476074
3382450931.74625,-57.4560775756836
3382573357.12825,-42.3836479187012
3382695782.51025,-63.1254119873047
3382818207.89225,-41.6575622558594
3382940633.27425,-52.4894409179688
3383063058.65625,-41.9868469238281
3383185484.03825,-55.5005073547363
3383307909.42025,-43.7257385253906
3383430334.80225,-48.1629295349121
3383552760.18425,-42.5961685180664
3383675185.56625,-53.6176605224609
3383797610.94825,-42.648380279541
3383920036.33025,-51.6304244995117
3384042461.71225,-41.6202354431152
3384164887.09425,-57.620922088623
3384287312.47625,-40.1577453613281
3384409737.85825,-57.355640411377
3384532163.24025,-41.5005035400391
3384654588.62225,-46.7476005554199
3384777014.00425,-39.1259536743164
3384899439.38625,-54.0580444335938
3385021864.76825,-47.0302276611328
3385144290.15025,-48.0889205932617
3385266715.53225,-41.2904052734375
3385389140.91425,-49.6234970092773
3385511566.29625,-40.7171859741211
3385633991.67825,-54.2139434814453
3385756417.06025,-42.1988487243652
3385878842.44225,-48.5071907043457
3386001267.82425,-43.7635612487793
3386123693.20625,-50.2431449890137
3386246118.58825,-43.4703521728516
3386368543.97025,-54.630744934082
3386490969.35225,-44.0671501159668
3386613394.73425,-47.6136016845703
3386735820.11625,-42.506175994873
3386858245.49825,-52.2657814025879
3386980670.88025,-43.0000839233398
3387103096.26225,-50.8054962158203
3387225521.64425,-41.5493507385254
3387347947.02625,-54.4023056030273
3387470372.40825,-41.689022064209
3387592797.79025,-56.4314956665039
3387715223.17225,-39.7407341003418
3387837648.55425,-44.8320236206055
3387960073.93625,-39.3527183532715
3388082499.31825,-49.9802856445313
3388204924.70025,-42.9524688720703
3388327350.08225,-51.2620468139648
3388449775.46425,-38.903736114502
3388572200.84625,-50.5881385803223
3388694626.22825,-38.6957817077637
3388817051.61025,-50.523494720459
3388939476.99225,-46.289909362793
3389061902.37425,-57.0086059570313
3389184327.75625,-45.319091796875
3389306753.13825,-51.9192047119141
3389429178.52025,-44.3784027099609
3389551603.90225,-51.8597030639648
3389674029.28425,-43.5832328796387
3389796454.66625,-54.3621940612793
3389918880.04825,-42.3309326171875
3390041305.43025,-48.8472633361816
3390163730.81225,-42.3566856384277
3390286156.19425,-60.9509620666504
3390408581.57625,-50.5424385070801
3390531006.95825,-48.9788780212402
3390653432.34025,-38.3947067260742
3390775857.72225,-60.7959518432617
3390898283.10425,-37.5039939880371
3391020708.48625,-52.3787574768066
3391143133.86825,-41.729175567627
3391265559.25025,-56.1144676208496
3391387984.63225,-40.3129806518555
3391510410.01425,-51.854808807373
3391632835.39625,-43.0771102905273
3391755260.77825,-52.3810539245605
3391877686.16025,-42.3760108947754
3392000111.54225,-45.712272644043
3392122536.92425,-42.0512008666992
3392244962.30625,-47.2145118713379
3392367387.68825,-42.2371711730957
3392489813.07025,-47.2983245849609
3392612238.45225,-40.4961357116699
3392734663.83425,-48.6770973205566
3392857089.21625,-43.5851058959961
3392979514.59825,-54.5985145568848
3393101939.98025,-44.5559883117676
3393224365.36225,-61.2945518493652
3393346790.74425,-42.7657127380371
3393469216.12625,-47.3623886108398
3393591641.50825,-41.8757362365723
3393714066.89025,-50.5630683898926
3393836492.27225,-43.4235458374023
3393958917.65425,-46.6245765686035
3394081343.03625,-41.4590911865234
3394203768.41825,-45.8705635070801
3394326193.80025,-41.166618347168
3394448619.18225,-55.7723922729492
3394571044.56425,-39.5777168273926
3394693469.94625,-54.4017677307129
3394815895.32825,-42.1213607788086
3394938320.71025,-47.4081420898438
3395060746.09225,-41.8391761779785
3395183171.47425,-56.8322639465332
3395305596.85625,-41.1329345703125
3395428022.23825,-48.1372604370117
3395550447.62025,-42.334587097168
3395672873.00225,-46.4307708740234
3395795298.38425,-39.2861022949219
3395917723.76625,-59.6383438110352
3396040149.14825,-42.8314666748047
3396162574.53025,-48.9685668945313
3396284999.91225,-42.1627044677734
3396407425.29425,-53.9389762878418
3396529850.67625,-46.6965599060059
3396652276.05825,-56.0034446716309
3396774701.44025,-43.4966773986816
3396897126.82225,-48.1565551757813
3397019552.20425,-40.1689147949219
3397141977.58625,-49.2788352966309
3397264402.96825,-42.7221145629883
3397386828.35025,-60.9224662780762
3397509253.73225,-40.0572662353516
3397631679.11425,-54.6358489990234
3397754104.49625,-44.9681434631348
3397876529.87825,-54.7358322143555
3397998955.26025,-41.4904556274414
3398121380.64225,-49.1393241882324
3398243806.02425,-41.6088104248047
3398366231.40625,-59.5526695251465
3398488656.78825,-44.04736328125
3398611082.17025,-52.3378295898438
3398733507.55225,-41.1539459228516
3398855932.93425,-50.815071105957
3398978358.31625,-40.2213439941406
3399100783.69825,-55.0916976928711
3399223209.08025,-43.6770477294922
3399345634.46225,-57.642692565918
3399468059.84425,-41.2069549560547
3399590485.22625,-56.6395378112793
3399712910.60825,-39.188850402832
3399835335.99025,-40.9964447021484
3399957761.37225,-37.8931884765625
3400080186.75425,-53.674129486084
3400202612.13625,-39.0051803588867
3400325037.51825,-54.0357475280762
3400447462.90025,-39.496883392334
3400569888.28225,-52.0742340087891
3400692313.66425,-41.5775184631348
3400814739.04625,-42.4054412841797
3400937164.42825,-31.6125469207764
3401059589.81025,-34.4306755065918
3401182015.19225,-26.6017799377441
3401304440.57425,-25.8334197998047
3401426865.95625,-21.3337860107422
3401549291.33825,-20.9711112976074
3401671716.72025,-15.1948928833008
3401794142.10225,-14.0634737014771
3401916567.48425,-12.5065259933472
3402038992.86625,-10.7886276245117
3402161418.24825,-9.63369083404541
3402283843.63025,-8.91236591339111
3402406269.01225,-8.12710189819336
3402528694.39425,-8.00622081756592
3402651119.77625,-7.62076187133789
3402773545.15825,-7.56161499023438
3402895970.54025,-7.74352741241455
3403018395.92225,-8.20985984802246
3403140821.30425,-8.47408485412598
3403263246.68625,-9.10577869415283
3403385672.06825,-10.0799522399902
3403508097.45025,-11.1584873199463
3403630522.83225,-12.0466737747192
3403752948.21425,-13.8366270065308
3403875373.59625,-15.4127140045166
3403997798.97825,-17.7546043395996
3404120224.36025,-19.8635215759277
3404242649.74225,-22.5265789031982
3404365075.12425,-25.6239833831787
3404487500.50625,-35.261589050293
3404609925.88825,-29.6624908447266
3404732351.27025,-48.0730323791504
3404854776.65225,-39.157901763916
3404977202.03425,-58.4621276855469
3405099627.41625,-38.3862495422363
3405222052.79825,-51.0172500610352
3405344478.18025,-40.8666915893555
3405466903.56225,-48.1892471313477
3405589328.94425,-41.6751518249512
3405711754.32625,-44.9423294067383
3405834179.70825,-40.6183471679688
3405956605.09025,-48.6148376464844
3406079030.47225,-42.6519470214844
3406201455.85425,-54.0195922851563
3406323881.23625,-42.2639312744141
3406446306.61825,-57.1056213378906
3406568732.00025,-42.8541145324707
3406691157.38225,-58.6365242004395
3406813582.76425,-43.8426361083984
3406936008.14625,-56.9653091430664
3407058433.52825,-44.3071479797363
3407180858.91025,-57.3754348754883
3407303284.29225,-27.1655197143555
3407425709.67425,-55.0361633300781
3407548135.05625,-40.0783843994141
3407670560.43825,-52.8747482299805
3407792985.82025,-42.8630905151367
3407915411.20225,-49.5080337524414
3408037836.58425,-41.8643417358398
3408160261.96625,-51.0499610900879
3408282687.34825,-38.1860160827637
3408405112.73025,-51.7334823608398
3408527538.11225,-43.051326751709
3408649963.49425,-52.1685981750488
3408772388.87625,-41.4330291748047
3408894814.25825,-50.6186485290527
3409017239.64025,-42.6684875488281
3409139665.02225,-59.8752021789551
3409262090.40425,-42.847843170166
3409384515.78625,-46.500862121582
3409506941.16825,-41.1391448974609
3409629366.55025,-53.7187042236328
3409751791.93225,-41.8153190612793
3409874217.31425,-56.451229095459
3409996642.69625,-40.3079948425293
3410119068.07825,-57.5514602661133
3410241493.46025,-44.524356842041
3410363918.84225,-59.3733978271484
3410486344.22425,-44.3773994445801
3410608769.60625,-60.6198806762695
3410731194.98825,-44.0092277526855
3410853620.37025,-48.19287109375
3410976045.75225,-42.7672157287598
3411098471.13425,-48.1848182678223
3411220896.51625,-45.0411415100098
3411343321.89825,-52.6709022521973
3411465747.28025,-47.299633026123
3411588172.66225,-55.5834846496582
3411710598.04425,-43.2648620605469
3411833023.42625,-52.5621910095215
3411955448.80825,-39.5718383789063
3412077874.19025,-46.5386848449707
3412200299.57225,-40.434684753418
3412322724.95425,-54.1379585266113
3412445150.33625,-42.7541770935059
3412567575.71825,-51.8493957519531
3412690001.10025,-41.9325485229492
3412812426.48225,-47.2119789123535
3412934851.86425,-42.976188659668
3413057277.24625,-46.6321449279785
3413179702.62825,-38.5548400878906
3413302128.01025,-49.5153312683105
3413424553.39225,-41.2939796447754
3413546978.77425,-59.173900604248
3413669404.15625,-45.6330757141113
3413791829.53825,-52.5499458312988
3413914254.92025,-45.7587814331055
3414036680.30225,-55.6440620422363
3414159105.68425,-42.0290107727051
3414281531.06625,-56.0703544616699
3414403956.44825,-39.127513885498
3414526381.83025,-46.5691261291504
3414648807.21225,-39.1062316894531
3414771232.59425,-51.4366416931152
3414893657.97625,-42.1702117919922
3415016083.35825,-50.712028503418
3415138508.74025,-41.9820976257324
3415260934.12225,-62.959774017334
3415383359.50425,-40.1947631835938
3415505784.88625,-49.94775390625
3415628210.26825,-42.1269416809082
3415750635.65025,-52.2745933532715
3415873061.03225,-41.5926742553711
3415995486.41425,-53.0661544799805
3416117911.79625,-41.217155456543
3416240337.17825,-57.0568885803223
3416362762.56025,-47.2914352416992
3416485187.94225,-55.4238929748535
3416607613.32425,-46.9416351318359
3416730038.70625,-44.584342956543
3416852464.08825,-40.9850082397461
3416974889.47025,-45.4295501708984
3417097314.85225,-39.2483825683594
3417219740.23425,-47.1588897705078
3417342165.61625,-43.6484794616699
3417464590.99825,-48.4729843139648
3417587016.38025,-40.6595230102539
3417709441.76225,-41.912239074707
3417831867.14425,-39.781307220459
3417954292.52625,-54.7398529052734
3418076717.90825,-37.9645729064941
3418199143.29025,-56.0230827331543
3418321568.67225,-42.4484519958496
3418443994.05425,-49.7056007385254
3418566419.43625,-44.0469703674316
3418688844.81825,-58.2823371887207
3418811270.20025,-45.7741012573242
3418933695.58225,-45.2254867553711
3419056120.96425,-42.5396766662598
3419178546.34625,-50.8992309570313
3419300971.72825,-41.818000793457
3419423397.11025,-46.7946395874023
3419545822.49225,-42.2347412109375
3419668247.87425,-51.0286407470703
3419790673.25625,-44.5241012573242
3419913098.63825,-64.3236694335938
3420035524.02025,-44.1162414550781
3420157949.40225,-59.6928672790527
3420280374.78425,-45.9381790161133
3420402800.16625,-51.7078132629395
3420525225.54825,-43.0300674438477
3420647650.93025,-51.1970634460449
3420770076.31225,-42.2003555297852
3420892501.69425,-45.4050598144531
3421014927.07625,-41.9703521728516
3421137352.45825,-48.0141181945801
3421259777.84025,-39.1195640563965
3421382203.22225,-51.8688888549805
3421504628.60425,-44.8293151855469
3421627053.98625,-58.1658554077148
3421749479.36825,-42.0549621582031
3421871904.75025,-51.1112327575684
3421994330.13225,-42.3408851623535
3422116755.51425,-58.9008560180664
3422239180.89625,-41.5354232788086
3422361606.27825,-50.4564666748047
3422484031.66025,-41.8367805480957
3422606457.04225,-48.5155296325684
3422728882.42425,-41.8522453308105
3422851307.80625,-51.531005859375
3422973733.18825,-43.0458106994629
3423096158.57025,-51.7294692993164
3423218583.95225,-42.0059089660645
3423341009.33425,-62.308910369873
3423463434.71625,-41.7369537353516
3423585860.09825,-44.9931030273438
3423708285.48025,-41.6928863525391
3423830710.86225,-53.3434829711914
3423953136.24425,-42.0897827148438
3424075561.62625,-52.0360641479492
3424197987.00825,-44.5569953918457
3424320412.39025,-45.7788429260254
3424442837.77225,-41.9347724914551
3424565263.15425,-49.1426811218262
3424687688.53625,-42.2500915527344
3424810113.91825,-47.7286949157715
3424932539.30025,-41.4255256652832
3425054964.68225,-45.3365058898926
3425177390.06425,-39.9520072937012
3425299815.44625,-64.4419479370117
3425422240.82825,-39.7139205932617
3425544666.21025,-59.2988929748535
3425667091.59225,-39.9145889282227
3425789516.97425,-57.1323318481445
3425911942.35625,-41.1765060424805
3426034367.73825,-57.1411819458008
3426156793.12025,-40.5393486022949
3426279218.50225,-53.8016586303711
3426401643.88425,-46.2292556762695
3426524069.26625,-50.714958190918
3426646494.64825,-41.8637657165527
3426768920.03025,-55.8426399230957
3426891345.41225,-41.4096069335938
3427013770.79425,-54.0538368225098
3427136196.17625,-39.5877304077148
3427258621.55825,-45.5690269470215
3427381046.94025,-38.9968719482422
3427503472.32225,-58.4818916320801
3427625897.70425,-40.2183685302734
3427748323.08625,-57.4067115783691
3427870748.46825,-45.0777969360352
3427993173.85025,-51.7367057800293
3428115599.23225,-45.4563217163086
3428238024.61425,-48.3993911743164
3428360449.99625,-45.0308227539063
3428482875.37825,-57.0216979980469
3428605300.76025,-39.1418075561523
3428727726.14225,-54.134162902832
3428850151.52425,-40.8270492553711
3428972576.90625,-54.2106246948242
3429095002.28825,-43.679370880127
3429217427.67025,-54.1768493652344
3429339853.05225,-40.909423828125
3429462278.43425,-55.3667449951172
3429584703.81625,-43.5787467956543
3429707129.19825,-49.3851280212402
3429829554.58025,-43.1804389953613
3429951979.96225,-54.0255470275879
3430074405.34425,-38.5996131896973
3430196830.72625,-62.5824432373047
3430319256.10825,-42.1221961975098
3430441681.49025,-58.1985778808594
3430564106.87225,-42.7505950927734
3430686532.25425,-60.2013130187988
3430808957.63625,-43.0629768371582
3430931383.01825,-52.1795120239258
3431053808.40025,-39.4309501647949
3431176233.78225,-44.9352722167969
3431298659.16425,-38.855525970459
3431421084.54625,-59.2893486022949
3431543509.92825,-42.4780578613281
3431665935.31025,-53.7075386047363
3431788360.69225,-39.1525039672852
3431910786.07425,-49.1737442016602
3432033211.45625,-43.982536315918
3432155636.83825,-52.9146041870117
3432278062.22025,-44.7601318359375
3432400487.60225,-56.923713684082
3432522912.98425,-39.8177146911621
3432645338.36625,-55.5126647949219
3432767763.74825,-39.5450820922852
3432890189.13025,-48.141284942627
3433012614.51225,-39.9140510559082
3433135039.89425,-58.0364990234375
3433257465.27625,-39.3834571838379
3433379890.65825,-52.0159301757813
3433502316.04025,-39.4782981872559
3433624741.42225,-47.400562286377
3433747166.80425,-41.9102325439453
3433869592.18625,-58.5289993286133
3433992017.56825,-46.6675071716309
3434114442.95025,-60.3987083435059
3434236868.33225,-40.3529663085938
3434359293.71425,-49.8641624450684
3434481719.09625,-36.9664077758789
3434604144.47825,-48.4288597106934
3434726569.86025,-39.7702217102051
3434848995.24225,-47.1038017272949
3434971420.62425,-40.8491401672363
3435093846.00625,-54.8147850036621
3435216271.38825,-42.7600059509277
3435338696.77025,-57.3621063232422
3435461122.15225,-43.8359832763672
3435583547.53425,-52.1984748840332
3435705972.91625,-41.4570274353027
3435828398.29825,-56.2502098083496
3435950823.68025,-41.6819458007813
3436073249.06225,-49.7967643737793
3436195674.44425,-38.3608016967773
3436318099.82625,-47.729419708252
3436440525.20825,-39.1744079589844
3436562950.59025,-49.8401870727539
3436685375.97225,-43.7060546875
3436807801.35425,-42.4180946350098
3436930226.73625,-39.750659942627
3437052652.11825,-49.4771919250488
3437175077.50025,-43.2827949523926
3437297502.88225,-50.7383728027344
3437419928.26425,-41.6005554199219
3437542353.64625,-55.4170112609863
3437664779.02825,-45.4112319946289
3437787204.41025,-51.3866500854492
3437909629.79225,-42.5383987426758
3438032055.17425,-49.3090171813965
3438154480.55625,-40.407112121582
3438276905.93825,-56.9237251281738
3438399331.32025,-41.4500198364258
3438521756.70225,-53.6694564819336
3438644182.08425,-39.5098152160645
3438766607.46625,-54.5337715148926
3438889032.84825,-45.785472869873
3439011458.23025,-52.9000396728516
3439133883.61225,-40.9407997131348
3439256308.99425,-53.8716583251953
3439378734.37625,-41.146614074707
3439501159.75825,-48.0436401367188
3439623585.14025,-41.4376792907715
3439746010.52225,-55.3834838867188
3439868435.90425,-41.3355560302734
3439990861.28625,-42.653678894043
3440113286.66825,-37.408821105957
3440235712.05025,-44.6880149841309
3440358137.43225,-38.5906295776367
3440480562.81425,-49.4173622131348
3440602988.19625,-41.0431442260742
3440725413.57825,-61.3623161315918
3440847838.96025,-41.3055458068848
3440970264.34225,-49.1800384521484
3441092689.72425,-41.951587677002
3441215115.10625,-56.257511138916
3441337540.48825,-43.9366798400879
3441459965.87025,-59.3597068786621
3441582391.25225,-43.7963409423828
3441704816.63425,-59.0459213256836
