Trace
Swept SA
A.24.56,N9000B
3416999484.40446,-71.3783340454102
3416999484.52046,-71.4254302978516
3416999484.63646,-71.2922058105469
3416999484.75246,-71.1642990112305
3416999484.86846,-71.0631790161133
3416999484.98446,-70.9776039515828
3416999485.10046,-70.9941787719727
3416999485.21646,-71.0773010253906
3416999485.33246,-71.2052536010742
3416999485.44846,-71.3724899291992
3416999485.56446,-71.5765533447266
3416999485.68046,-71.7916488647461
3416999485.79646,-72.0437469482422
3416999485.91246,-72.2571868896484
3416999486.02846,-72.3686065673828
3416999486.14446,-72.4027786254883
3416999486.26046,-72.3119583129883
3416999486.37646,-72.0395050048828
3416999486.49246,-71.6874237060547
3416999486.60846,-71.3912048339844
3416999486.72446,-71.1253356933594
3416999486.84046,-70.853157043457
3416999486.95646,-70.6036605834961
3416999487.07246,-70.328727722168
3416999487.18846,-69.8601989746094
3416999487.30446,-69.1601409912109
3416999487.42046,-68.3806228637695
3416999487.53646,-67.6011276245117
3416999487.65246,-66.7925186157227
3416999487.76846,-66.1483612060547
3416999487.88446,-65.7053451538086
3416999488.00046,-65.4320297241211
3416999488.11646,-65.3459705963214
3416999488.23246,-65.5069274902344
3416999488.34846,-65.731689453125
3416999488.46446,-66.0309677124023
3416999488.58046,-66.3595809936523
3416999488.69646,-66.4671859741211
3416999488.81246,-66.3513107299805
3416999488.92846,-66.0711898803711
3416999489.04446,-65.6119918823242
3416999489.16046,-64.9828262329102
3416999489.27646,-64.3766174316406
3416999489.39246,-63.8103294372559
3416999489.50846,-63.2904586791992
3416999489.62446,-62.8845634460449
3416999489.74046,-62.5734329223633
3416999489.85646,-62.3803024291992
3416999489.97246,-62.3148574829102
3416999490.08846,-62.3753395080566
3416999490.20446,-62.582145690918
3416999490.32046,-62.931812286377
3416999490.43646,-63.4309425354004
3416999490.55246,-64.0995407104492
3416999490.66846,-64.9283676147461
3416999490.78446,-65.8589096069336
3416999490.90046,-67.0304565429688
3416999491.01646,-68.1505126953125
3416999491.13246,-68.7939224243164
3416999491.24846,-69.0728454589844
3416999491.36446,-68.902946472168
3416999491.48046,-68.047966003418
3416999491.59646,-66.7795104980469
3416999491.71246,-65.7418212890625
3416999491.82846,-64.8739013671875
3416999491.94446,-64.22900390625
3416999492.06046,-63.9060424971514
3416999492.17646,-63.9246215820313
3416999492.29246,-64.2630233764648
3416999492.40846,-64.9219360351563
3416999492.52446,-65.9563598632813
3416999492.64046,-67.5492935180664
3416999492.75646,-69.7703475952148
3416999492.87246,-71.8521270751953
3416999492.98846,-73.7581100463867
3416999493.10446,-75.2474365234375
3416999493.22046,-74.8950424194336
3416999493.33646,-72.2267150878906
3416999493.45246,-69.0713653564453
3416999493.56846,-66.8772048950195
3416999493.68446,-65.0503921508789
3416999493.80046,-63.5018539428711
3416999493.91646,-62.2484703063965
3416999494.03246,-61.2481231689453
3416999494.14846,-60.4350662231445
3416999494.26446,-59.8319854736328
3416999494.38046,-59.3902397155762
3416999494.49646,-59.094051361084
3416999494.61246,-58.9439506530762
3416999494.72846,-58.8944794678807
3416999494.84446,-58.9616012573242
3416999494.96046,-59.1164207458496
3416999495.07646,-59.3416328430176
3416999495.19246,-59.6442451477051
3416999495.30846,-59.9866333007813
3416999495.42446,-60.3660316467285
3416999495.54046,-60.7803955078125
3416999495.65646,-61.2083129882813
3416999495.77246,-61.6465454101563
3416999495.88846,-62.153133392334
3416999496.00446,-62.7257499694824
3416999496.12046,-63.389232635498
3416999496.23646,-64.2551727294922
3416999496.35246,-65.2983093261719
3416999496.46846,-66.5736083984375
3416999496.58446,-68.2598037719727
3416999496.70046,-70.2679901123047
3416999496.81646,-71.9720153808594
3416999496.93246,-73.4925918579102
3416999497.04846,-74.4604873657227
3416999497.16446,-74.0188751220703
3416999497.28046,-72.190071105957
3416999497.39646,-70.2653503417969
3416999497.51246,-68.809326171875
3416999497.62846,-67.5170745849609
3416999497.74446,-66.5915985107422
3416999497.86046,-66.007209777832
3416999497.97646,-65.7953492865538
3416999498.09246,-66.0074768066406
3416999498.20846,-66.6196441650391
3416999498.32446,-67.7130126953125
3416999498.44046,-69.9317779541016
3416999498.55646,-71.9705963134766
3416999498.67246,-71.854621887207
3416999498.78846,-69.8448181152344
3416999498.90446,-67.4835433959961
3416999499.02046,-65.3051605224609
3416999499.13646,-63.1033782958984
3416999499.25246,-61.4852561950684
3416999499.36846,-60.461799621582
3416999499.48446,-59.846435546875
3416999499.60046,-59.4375347580699
3416999499.71646,-59.4603080749512
3416999499.83246,-60.0419387817383
3416999499.94846,-60.8418502807617
3416999500.06446,-62.0573043823242
3416999500.18046,-63.9798774719238
3416999500.29646,-66.7805862426758
3416999500.41246,-68.721435546875
3416999500.52846,-68.703239440918
3416999500.64446,-67.588752746582
3416999500.76046,-66.2114639282227
3416999500.87646,-64.3178482055664
3416999500.99246,-62.5245399475098
3416999501.10846,-61.5125846862793
3416999501.22446,-60.9907569885254
3416999501.34046,-60.7123222351074
3416999501.45646,-60.6208362178474
3416999501.57246,-60.8771743774414
3416999501.68846,-60.9964027404785
3416999501.80446,-61.1487350463867
3416999501.92046,-61.1401824951172
3416999502.03646,-60.8468475341797
3416999502.15246,-60.3600311279297
3416999502.26846,-59.7371559143066
3416999502.38446,-58.9231758117676
3416999502.50046,-58.0839424133301
3416999502.61646,-57.3400688171387
3416999502.73246,-56.6457748413086
3416999502.84846,-55.9410040933344
3416999502.96446,-55.7758331298828
3416999503.08046,-55.7756690489878
3416999503.19646,-56.0719146728516
3416999503.31246,-56.6029930114746
3416999503.42846,-57.4851264953613
3416999503.54446,-58.814582824707
3416999503.66046,-60.4874114990234
3416999503.77646,-62.3586769104004
3416999503.89246,-64.733039855957
3416999504.00846,-66.6435089111328
3416999504.12446,-67.0408554077148
3416999504.24046,-66.4009246826172
3416999504.35646,-65.8078689575195
3416999504.47246,-65.3372650146484
3416999504.58846,-64.9948006746341
3416999504.70446,-65.3036727905273
3416999504.82046,-66.1494140625
3416999504.93646,-66.9358062744141
3416999505.05246,-67.4910583496094
3416999505.16846,-67.8297119140625
3416999505.28446,-67.4719390869141
3416999505.40046,-66.2430419921875
3416999505.51646,-64.8539886474609
3416999505.63246,-63.8615570068359
3416999505.74846,-63.0293121337891
3416999505.86446,-62.316520690918
3416999505.98046,-61.7586059570313
3416999506.09646,-61.2773513793945
3416999506.21246,-60.7404174804688
3416999506.32846,-60.15966796875
3416999506.44446,-59.6943397521973
3416999506.56046,-59.3494720458984
3416999506.67646,-59.1292509634074
3416999506.79246,-59.3924713134766
3416999506.90846,-59.8830184936523
3416999507.02446,-60.9837226867676
3416999507.14046,-63.4754486083984
3416999507.25646,-66.9402008056641
3416999507.37246,-68.8817443847656
3416999507.48846,-68.5397796630859
3416999507.60446,-67.0665283203125
3416999507.72046,-65.1683807373047
3416999507.83646,-62.5122909545898
3416999507.95246,-60.2794723510742
3416999508.06846,-59.1747589111328
3416999508.18446,-58.673397064209
3416999508.30046,-58.4180755615234
3416999508.41646,-58.3525118259818
3416999508.53246,-58.7177124023438
3416999508.64846,-58.9540748596191
3416999508.76446,-59.2483024597168
3416999508.88046,-59.2666893005371
3416999508.99646,-58.9425506591797
3416999509.11246,-58.3567924499512
3416999509.22846,-57.4842987060547
3416999509.34446,-56.2910423278809
3416999509.46046,-55.0875091552734
3416999509.57646,-53.9802474975586
3416999509.69246,-52.9353179931641
3416999509.80846,-52.1066360473633
3416999509.92446,-51.4870262145996
3416999510.04046,-51.055492401123
3416999510.15646,-50.8283042907715
3416999510.27246,-50.7952880859375
3416999510.38846,-50.8737449645996
3416999510.50446,-51.0847625732422
3416999510.62046,-51.3695678710938
3416999510.73646,-51.6287078857422
3416999510.85246,-51.8901557922363
3416999510.96846,-52.1332702636719
3416999511.08446,-52.3177719116211
3416999511.20046,-52.4902648925781
3416999511.31646,-52.7410430908203
3416999511.43246,-53.0410919189453
3416999511.54846,-53.4616432189941
3416999511.66446,-54.0731010437012
3416999511.78046,-54.8452186584473
3416999511.89646,-55.779182434082
3416999512.01246,-56.9363861083984
3416999512.12846,-58.1872367858887
3416999512.24446,-59.4063835144043
3416999512.36046,-60.6739082336426
3416999512.47646,-61.6119575500488
3416999512.59246,-62.0652465820313
3416999512.70846,-62.1092109680176
3416999512.82446,-61.6099967956543
3416999512.94046,-60.4554138183594
3416999513.05646,-59.0688247680664
3416999513.17246,-57.7549057006836
3416999513.28846,-56.3896865844727
3416999513.40446,-55.1474494934082
3416999513.52046,-54.0765800476074
3416999513.63646,-53.1048278808594
3416999513.75246,-52.1927528381348
3416999513.86846,-51.3562660217285
3416999513.98446,-50.5495452880859
3416999514.10046,-49.746509552002
3416999514.21646,-48.9661712646484
3416999514.33246,-48.2159614562988
3416999514.44846,-47.482536315918
3416999514.56446,-46.809268951416
3416999514.68046,-46.2221412658691
3416999514.79646,-45.7123603820801
3416999514.91246,-45.3361206054688
3416999515.02846,-45.0918807983398
3416999515.14446,-44.9897300435042
3416999515.26046,-45.072639465332
3416999515.37646,-45.3266143798828
3416999515.49246,-45.7312164306641
3416999515.60846,-46.3350677490234
3416999515.72446,-47.0603637695313
3416999515.84046,-47.7133636474609
3416999515.95646,-48.3633880615234
3416999516.07246,-48.8338928222656
3416999516.18846,-48.9110145568848
3416999516.30446,-48.6982040405273
3416999516.42046,-48.4320068359375
3416999516.53646,-48.0963478088379
3416999516.65246,-47.7629547119141
3416999516.76846,-47.5964126586914
3416999516.88446,-47.5609245300293
3416999517.00046,-47.598388671875
3416999517.11646,-47.7318344116211
3416999517.23246,-47.9108276367188
3416999517.34846,-47.9800338745117
3416999517.46446,-47.9567108154297
3416999517.58046,-47.8320350646973
3416999517.69646,-47.5400810241699
3416999517.81246,-47.119441986084
3416999517.92846,-46.7816390991211
3416999518.04446,-46.5132637023926
3416999518.16046,-46.3634282926572
3416999518.27646,-46.5240478515625
3416999518.39246,-46.9299278259277
3416999518.50846,-47.4781875610352
3416999518.62446,-48.252986907959
3416999518.74046,-49.0928077697754
3416999518.85646,-49.5083618164063
3416999518.97246,-49.4476318359375
3416999519.08846,-49.2556533813477
3416999519.20446,-49.0270576477051
3416999519.32046,-48.5764577299884
3416999519.43646,-49.1350975036621
3416999519.55246,-50.4730644226074
3416999519.66846,-52.2264785766602
3416999519.78446,-54.1572914123535
3416999519.90046,-56.5916061401367
3416999520.01646,-57.3224563598633
3416999520.13246,-54.4208221435547
3416999520.24846,-49.8714942932129
3416999520.36446,-46.893684387207
3416999520.48046,-45.4157600402832
3416999520.59646,-44.5866317749023
3416999520.71246,-44.0824317932129
3416999520.82846,-44.0407981872559
3416999520.94446,-44.3671073913574
3416999521.06046,-44.986572265625
3416999521.17646,-46.0454902648926
3416999521.29246,-47.8169631958008
3416999521.40846,-50.3312644958496
3416999521.52446,-52.7158546447754
3416999521.64046,-55.1221199035645
3416999521.75646,-57.0102157592773
3416999521.87246,-56.2928352355957
3416999521.98846,-52.3704605102539
3416999522.10446,-48.0828514099121
3416999522.22046,-45.6253852844238
3416999522.33646,-44.0007514953613
3416999522.45246,-42.6257247924805
3416999522.56846,-41.4913330078125
3416999522.68446,-40.5385704040527
3416999522.80046,-39.5604553222656
3416999522.91646,-38.6191787719727
3416999523.03246,-37.6550178527832
3416999523.14846,-36.6056022644043
3416999523.26446,-35.5347213745117
3416999523.38046,-34.5357246398926
3416999523.49646,-33.5815086364746
3416999523.61246,-32.7346878051758
3416999523.72846,-32.0504302978516
3416999523.84446,-31.5058193206787
3416999523.96046,-31.1292533874512
3416999524.07646,-30.9275703430176
3416999524.19246,-30.8855388151529
3416999524.30846,-31.0154647827148
3416999524.42446,-31.3073806762695
3416999524.54046,-31.7345504760742
3416999524.65646,-32.2776298522949
3416999524.77246,-32.9535064697266
3416999524.88846,-33.7944869995117
3416999525.00446,-34.8554992675781
3416999525.12046,-35.9293060302734
3416999525.23646,-37.0733795166016
3416999525.35246,-38.2014389038086
3416999525.46846,-38.1704635620117
3416999525.58446,-36.4046287536621
3416999525.70046,-34.0020980834961
3416999525.81646,-32.0415458679199
3416999525.93246,-30.204029083252
3416999526.04846,-28.7336578369141
3416999526.16446,-27.7676849365234
3416999526.28046,-27.2223796844482
3416999526.39646,-27.1001033782959
3416999526.51246,-27.299596786499
3416999526.62846,-28.1823482513428
3416999526.74446,-30.3389797210693
3416999526.86046,-33.4214248657227
3416999526.97646,-35.931266784668
3416999527.09246,-38.0621147155762
3416999527.20846,-39.1786880493164
3416999527.32446,-37.6441535949707
3416999527.44046,-33.5192031860352
3416999527.55646,-30.2435569763184
3416999527.67246,-29.2679291271498
3416999527.78846,-30.8324108123779
3416999527.90446,-29.9264125823975
3416999528.02046,-27.2672519683838
3416999528.13646,-24.0914497375488
3416999528.25246,-20.9616870880127
3416999528.36846,-17.6677742004395
3416999528.48446,-14.9383955001831
3416999528.60046,-12.9448852539063
3416999528.71646,-11.4112606048584
3416999528.83246,-10.1867618560791
3416999528.94846,-9.32067966461182
3416999529.06446,-8.73937129974365
3416999529.18046,-8.39169914197191
3416999529.29646,-8.37937927246094
3416999529.41246,-8.52840137481689
3416999529.52846,-8.92250537872314
3416999529.64446,-9.51594352722168
3416999529.76046,-10.2870674133301
3416999529.87646,-11.2430400848389
3416999529.99246,-12.3407621383667
3416999530.10846,-13.5805206298828
3416999530.22446,-14.9557914733887
3416999530.34046,-16.4395408630371
3416999530.45646,-18.032772064209
3416999530.57246,-19.7946605682373
3416999530.68846,-21.6462116241455
3416999530.80446,-23.7269115447998
3416999530.92046,-26.5026454925537
3416999531.03646,-30.3389587402344
3416999531.15246,-33.7213478088379
3416999531.26846,-35.5231323242188
3416999531.38446,-36.2452049255371
3416999531.50046,-35.73486328125
3416999531.61646,-33.3515777587891
3416999531.73246,-30.4974765777588
3416999531.84846,-28.9578990936279
3416999531.96446,-28.2939205169678
3416999532.08046,-27.8973674063091
3416999532.19646,-27.8796291351318
3416999532.31246,-27.9514087584903
3416999532.42846,-28.5922737121582
3416999532.54446,-29.2132930755615
3416999532.66046,-30.0841674804688
3416999532.77646,-31.2402153015137
3416999532.89246,-32.6653785705566
3416999533.00846,-34.3847999572754
3416999533.12446,-36.856861114502
3416999533.24046,-39.0605354309082
3416999533.35646,-39.594310760498
3416999533.47246,-38.7441558837891
3416999533.58846,-37.4911651611328
3416999533.70446,-36.0327568054199
3416999533.82046,-34.3907508850098
3416999533.93646,-33.2017059326172
3416999534.05246,-32.4424591064453
3416999534.16846,-31.9367065429688
3416999534.28446,-31.6181926727295
3416999534.40046,-31.5146369934082
3416999534.51646,-31.5887928009033
3416999534.63246,-31.8390159606934
3416999534.74846,-32.2641181945801
3416999534.86446,-32.8630561828613
3416999534.98046,-33.6440315246582
3416999535.09646,-34.5308876037598
3416999535.21246,-35.559497833252
3416999535.32846,-36.6477966308594
3416999535.44446,-37.5711212158203
3416999535.56046,-38.3822402954102
3416999535.67646,-38.9798965454102
3416999535.79246,-39.2190361022949
3416999535.90846,-39.1798782348633
3416999536.02446,-39.0739250183105
3416999536.14046,-38.8676567077637
3416999536.25646,-38.6620483398438
3416999536.37246,-38.6157302856445
3416999536.48846,-38.6703414916992
3416999536.60446,-38.9604911804199
3416999536.72046,-39.4770393371582
3416999536.83646,-40.2865524291992
3416999536.95246,-41.5695571899414
3416999537.06846,-43.0896072387695
3416999537.18446,-45.650146484375
3416999537.30046,-50.9995422363281
3416999537.41646,-57.9718399047852
3416999537.53246,-61.0113334655762
3416999537.64846,-57.7670593261719
3416999537.76446,-52.8955612182617
3416999537.88046,-50.9103164672852
3416999537.99646,-50.6122817993164
3416999538.11246,-51.2452735900879
3416999538.22846,-53.3764114379883
3416999538.34446,-55.9805908203125
3416999538.46046,-56.3741645812988
3416999538.57646,-54.3280067443848
3416999538.69246,-51.8687896728516
3416999538.80846,-50.2380714416504
3416999538.92446,-48.8861389160156
3416999539.04046,-48.1204032897949
3416999539.15646,-47.9578376836879
3416999539.27246,-48.4650039672852
3416999539.38846,-49.2362327575684
3416999539.50446,-50.4267578125
3416999539.62046,-51.7684516906738
3416999539.73646,-53.3019485473633
3416999539.85246,-54.8654327392578
3416999539.96846,-55.9251594543457
3416999540.08446,-56.5202217102051
3416999540.20046,-56.7401504516602
3416999540.31646,-56.5250968933105
3416999540.43246,-55.929027557373
3416999540.54846,-55.3267555236816
3416999540.66446,-54.7566299438477
3416999540.78046,-54.1734733581543
3416999540.89646,-53.6269111633301
3416999541.01246,-53.1140289306641
3416999541.12846,-52.519645690918
3416999541.24446,-51.7691993713379
3416999541.36046,-50.9376564025879
3416999541.47646,-50.1089515686035
3416999541.59246,-49.2406044006348
3416999541.70846,-48.4556884765625
3416999541.82446,-47.8484153747559
3416999541.94046,-47.3780708312988
3416999542.05646,-47.0863075256348
3416999542.17246,-46.9985656738281
3416999542.28846,-47.0614891052246
3416999542.40446,-47.2453689575195
3416999542.52046,-47.5765686035156
3416999542.63646,-47.8699073791504
3416999542.75246,-48.0830612182617
3416999542.86846,-48.2148971557617
3416999542.98446,-48.1377716064453
3416999543.10046,-47.8314170837402
3416999543.21646,-47.4319114685059
3416999543.33246,-47.0060081481934
3416999543.44846,-46.5315628051758
3416999543.56446,-46.1289939880371
3416999543.68046,-45.806697845459
3416999543.79646,-45.5583724975586
3416999543.91246,-45.4051132202148
3416999544.02846,-45.3382758353273
3416999544.14446,-45.3655662536621
3416999544.26046,-45.4763565063477
3416999544.37646,-45.6783638000488
3416999544.49246,-45.9816665649414
3416999544.60846,-46.3786010742188
3416999544.72446,-46.8938293457031
3416999544.84046,-47.538818359375
3416999544.95646,-48.3112144470215
3416999545.07246,-49.2508697509766
3416999545.18846,-50.3614540100098
3416999545.30446,-51.6386451721191
3416999545.42046,-53.1124458312988
3416999545.53646,-54.7918395996094
3416999545.65246,-56.486888885498
3416999545.76846,-58.1771850585938
3416999545.88446,-59.8282203674316
3416999546.00046,-61.2067184448242
3416999546.11646,-62.1845741271973
3416999546.23246,-63.3675765991211
3416999546.34846,-65.4982223510742
3416999546.46446,-68.1154174804688
3416999546.58046,-69.7458343505859
3416999546.69646,-70.3058319091797
3416999546.81246,-69.8432846069336
3416999546.92846,-67.8113632202148
3416999547.04446,-64.1911697387695
3416999547.16046,-60.9311103820801
3416999547.27646,-58.9328994750977
3416999547.39246,-57.4585189819336
3416999547.50846,-56.0857162475586
3416999547.62446,-54.8625106811523
3416999547.74046,-53.8081474304199
3416999547.85646,-52.885627746582
3416999547.97246,-52.116886138916
3416999548.08846,-51.3428288076902
3416999548.20446,-51.1062690975305
3416999548.32046,-51.0782432556152
3416999548.43646,-51.2027015686035
3416999548.55246,-51.5680770874023
3416999548.66846,-52.2005424499512
3416999548.78446,-53.1419830322266
3416999548.90046,-54.336311340332
3416999549.01646,-55.7338333129883
3416999549.13246,-57.5091247558594
3416999549.24846,-59.0051116943359
3416999549.36446,-59.6876373291016
3416999549.48046,-59.822925567627
3416999549.59646,-59.5763931274414
3416999549.71246,-58.782470703125
3416999549.82846,-57.8416938781738
3416999549.94446,-57.2622184753418
3416999550.06046,-56.8908004760742
3416999550.17646,-56.7637900270234
3416999550.29246,-56.8860626220703
3416999550.40846,-57.2760047912598
3416999550.52446,-58.0011329650879
3416999550.64046,-58.9952697753906
3416999550.75646,-60.4847183227539
3416999550.87246,-62.9057464599609
3416999550.98846,-65.9499740600586
3416999551.10446,-68.3874664306641
3416999551.22046,-70.3443145751953
3416999551.33646,-71.4155044555664
3416999551.45246,-70.547233581543
3416999551.56846,-67.8659591674805
3416999551.68446,-65.5104217529297
3416999551.80046,-64.4040679931641
3416999551.91646,-63.8051376342773
3416999552.03246,-63.375732421875
3416999552.14846,-63.1682319641113
3416999552.26446,-63.1471059005162
3416999552.38046,-63.2522811889648
3416999552.49646,-63.5132904052734
3416999552.61246,-63.986743927002
3416999552.72846,-64.692626953125
3416999552.84446,-65.5885467529297
3416999552.96046,-66.7500381469727
3416999553.07646,-68.2245864868164
3416999553.19246,-69.1934356689453
3416999553.30846,-69.2392883300781
3416999553.42446,-68.7430648803711
3416999553.54046,-67.981086730957
3416999553.65646,-66.7861175537109
3416999553.77246,-65.6787414550781
3416999553.88846,-65.1543579101563
3416999554.00446,-64.9421539306641
3416999554.12046,-64.6410369873047
3416999554.23646,-64.2882385253906
3416999554.35246,-63.7633514404297
3416999554.46846,-62.7648048400879
3416999554.58446,-61.3393974304199
3416999554.70046,-60.0064468383789
3416999554.81646,-58.9160232543945
3416999554.93246,-58.0010147094727
3416999555.04846,-57.4123840332031
3416999555.16446,-57.1465148925781
3416999555.28046,-57.1203350854698
3416999555.39646,-57.3833312988281
3416999555.51246,-57.8714981079102
3416999555.62846,-58.4512329101563
3416999555.74446,-59.1849632263184
3416999555.86046,-59.912784576416
3416999555.97646,-60.4283103942871
3416999556.09246,-60.8022613525391
3416999556.20846,-60.9311103820801
3416999556.32446,-60.7042198181152
3416999556.44046,-60.2583808898926
3416999556.55646,-59.7928695678711
3416999556.67246,-59.2414894104004
3416999556.78846,-58.7627563476563
3416999556.90446,-58.4661750793457
3416999557.02046,-58.2873364590345
3416999557.13646,-58.4014167785645
3416999557.25246,-58.7003555297852
3416999557.36846,-59.3158416748047
3416999557.48446,-60.3678703308105
3416999557.60046,-61.8012161254883
3416999557.71646,-63.8509368896484
3416999557.83246,-67.5924072265625
3416999557.94846,-71.3838500976563
3416999558.06446,-71.7865371704102
3416999558.18046,-68.4745254516602
3416999558.29646,-64.6667022705078
3416999558.41246,-62.430835723877
3416999558.52846,-60.7600135803223
3416999558.64446,-59.5522422790527
3416999558.76046,-58.8638877868652
3416999558.87646,-58.5556869506836
3416999558.99246,-58.4497398855055
3416999559.10846,-58.6493263244629
3416999559.22446,-59.0139236450195
3416999559.34046,-59.534912109375
3416999559.45646,-60.2155838012695
3416999559.57246,-61.0016059875488
3416999559.68846,-61.8899688720703
3416999559.80446,-62.9234619140625
3416999559.92046,-64.0857009887695
3416999560.03646,-65.4028549194336
3416999560.15246,-67.0499725341797
3416999560.26846,-68.7296447753906
3416999560.38446,-71.1670608520508
3416999560.50046,-75.9317626953125
3416999560.61646,-82.9229431152344
3416999560.73246,-87.2608413696289
3416999560.84846,-86.0175323486328
3416999560.96446,-82.3089981079102
3416999561.08046,-79.7662963867188
3416999561.19646,-77.9662399291992
3416999561.31246,-76.5700759887695
3416999561.42846,-75.8126602172852
3416999561.54446,-75.5073471069336
3416999561.66046,-74.8684234619141
3416999561.77646,-73.7571487426758
3416999561.89246,-72.4562377929688
3416999562.00846,-71.0947341918945
3416999562.12446,-69.6171188354492
3416999562.24046,-68.2308731079102
3416999562.35646,-67.020263671875
3416999562.47246,-65.9210662841797
3416999562.58846,-64.9225006103516
3416999562.70446,-64.0265579223633
3416999562.82046,-63.231315612793
3416999562.93646,-62.5318717956543
3416999563.05246,-61.9317588806152
3416999563.16846,-61.4434967041016
3416999563.28446,-61.0732727050781
3416999563.40046,-60.8069076538086
3416999563.51646,-60.6367988586426
3416999563.63246,-60.5684432983398
3416999563.74846,-60.5592693637816
3416999563.86446,-60.6017684936523
3416999563.98046,-60.694938659668
3416999564.09646,-60.814037322998
3416999564.21246,-60.9520988464355
3416999564.32846,-61.1530456542969
3416999564.44446,-61.4199256896973
3416999564.56046,-61.7629356384277
3416999564.67646,-62.3004379272461
3416999564.79246,-63.0053825378418
3416999564.90846,-63.9503402709961
3416999565.02446,-65.3360366821289
3416999565.14046,-67.1473922729492
